"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.271071875E0,5.049000549E-1,9.268725586E-1,9.876162415E0,9.932401565E0
3.281071875E0,4.197271729E-1,9.165440369E-1,9.854008484E0,9.905438257E0
3.291070875E0,3.311114502E-1,8.915460205E-1,9.863438873E0,9.909183393E0
3.301069875E0,2.917433167E-1,8.666976929E-1,9.833800507E0,9.876229617E0
3.311069875E0,2.398013306E-1,8.189469910E-1,9.798174591E0,9.835263299E0
3.321068875E0,2.336640930E-1,7.447013855E-1,9.835147705E0,9.866068591E0
3.331068875E0,2.730322266E-1,6.788383484E-1,9.840686188E0,9.867850462E0
3.341067875E0,3.427871704E-1,6.438111877E-1,9.795629883E0,9.822747105E0
3.351066875E0,3.656895447E-1,6.110293579E-1,9.748627625E0,9.774601080E0
3.361066875E0,3.511697388E-1,6.192622375E-1,9.761500854E0,9.787425853E0
3.371065875E0,3.059637451E-1,6.457571411E-1,9.777667236E0,9.803743810E0
3.381065875E0,2.427951050E-1,6.924600220E-1,9.759704590E0,9.787251097E0
3.391064875E0,2.076182556E-1,7.138655090E-1,9.757758636E0,9.786039184E0
3.401063875E0,1.962419128E-1,7.217990112E-1,9.782157898E0,9.810714441E0
3.411063875E0,2.409988403E-1,6.741979980E-1,9.864935760E0,9.890883729E0
3.421062875E0,3.002755737E-1,6.686595154E-1,9.819430389E0,9.846749928E0
3.431062875E0,3.758683777E-1,7.117698669E-1,9.876312103E0,9.909058186E0
3.441061875E0,4.171824646E-1,7.167095947E-1,9.892179108E0,9.926878732E0
3.451060875E0,4.361929321E-1,7.403604126E-1,9.859546967E0,9.896921956E0
3.461060875E0,4.146377563E-1,7.840695190E-1,9.843530273E0,9.883409216E0
3.471059875E0,3.824546814E-1,8.057743835E-1,9.844727783E0,9.885049776E0
3.481058875E0,3.812571716E-1,8.415499878E-1,9.837243347E0,9.880532379E0
3.491058875E0,4.087998962E-1,8.785231018E-1,9.815538483E0,9.863250778E0
3.501057875E0,4.659809875E-1,8.916957092E-1,9.801617432E0,9.853119496E0
3.511057875E0,5.254074097E-1,9.226812744E-1,9.751172333E0,9.808810098E0
3.521056875E0,5.337899780E-1,9.400451660E-1,9.764943695E0,9.824598822E0
3.531055875E0,5.236111450E-1,9.469308472E-1,9.788744202E0,9.848368378E0
3.541055875E0,5.049000549E-1,9.645941162E-1,9.780062256E0,9.840476798E0
3.551054875E0,4.846920776E-1,9.268725586E-1,9.807604980E0,9.863221310E0
3.561054875E0,4.739144897E-1,8.824150085E-1,9.815837860E0,9.866809215E0
3.571053875E0,4.707710266E-1,8.602610779E-1,9.752369843E0,9.801550491E0
3.581052875E0,4.941224670E-1,8.478369141E-1,9.711055756E0,9.760511684E0
3.591052875E0,5.092410278E-1,8.364605713E-1,9.590855713E0,9.640721239E0
3.601051875E0,5.236111450E-1,8.122109985E-1,9.519603882E0,9.568527233E0
3.611051875E0,5.210664368E-1,8.196954346E-1,9.495803375E0,9.545349264E0
3.621050875E0,5.122348022E-1,8.216413879E-1,9.501341858E0,9.550548475E0
3.631049875E0,4.926255798E-1,8.659492493E-1,9.601932678E0,9.653479125E0
3.641049875E0,4.825964355E-1,8.147557068E-1,9.727371826E0,9.773356068E0
3.651048875E0,4.816983032E-1,7.920030212E-1,9.850266266E0,9.893788332E0
3.661048875E0,4.989125061E-1,8.318202209E-1,9.869875488E0,9.917423089E0
3.671047875E0,5.275030518E-1,8.381071472E-1,9.822573853E0,9.872367505E0
3.681046875E0,5.510041809E-1,8.351133728E-1,9.824519806E0,9.875333380E0
3.691046875E0,5.313949585E-1,8.325686646E-1,9.826914825E0,9.876426792E0
3.701045875E0,5.129832458E-1,8.464897156E-1,9.955796814E0,1.000487815E1
3.711045875E0,4.881349182E-1,8.738827515E-1,9.926158447E0,9.976500803E0
3.721044875E0,4.927752686E-1,8.764274597E-1,9.934241638E0,9.984994215E0
3.731043875E0,4.435276794E-1,8.988807678E-1,1.010803024E1,1.015760694E1
3.741044750E0,3.754193115E-1,9.129515076E-1,1.017733612E1,1.022509612E1
3.751043750E0,3.089575195E-1,8.900491333E-1,1.023810974E1,1.028136826E1
3.761043750E0,2.897973633E-1,8.734336853E-1,1.018287460E1,1.022437304E1
3.771042750E0,3.228785706E-1,8.716374207E-1,1.005863297E1,1.010148996E1
3.781041750E0,3.365002441E-1,8.710386658E-1,9.979597321E0,1.002318829E1
3.791041750E0,3.330574036E-1,8.255332947E-1,9.945168915E0,9.984929504E0
3.801040750E0,3.414399719E-1,7.759863281E-1,9.931846619E0,9.967964350E0
3.811040750E0,3.267704773E-1,7.479945374E-1,9.939331055E0,9.972791815E0
3.821039750E0,3.115022278E-1,7.173083496E-1,1.000279907E1,1.003332219E1
3.831038750E0,3.188369751E-1,6.801855469E-1,9.995763702E0,1.002395139E1
3.841038750E0,3.134481812E-1,6.731501770E-1,9.939780121E0,9.967477603E0
3.851037750E0,3.254232788E-1,6.682104492E-1,9.845176849E0,9.873191617E0
3.861037750E0,3.043171692E-1,6.677613831E-1,9.765991516E0,9.793523600E0
3.871036750E0,2.869532776E-1,6.785389709E-1,9.714049530E0,9.741946191E0
3.881035750E0,2.499801636E-1,6.670129395E-1,9.688452759E0,9.714603090E0
3.891035750E0,2.498304749E-1,6.855743408E-1,9.662706299E0,9.690217772E0
3.901034750E0,2.712359619E-1,6.875202942E-1,9.663155365E0,9.691378886E0
3.911034750E0,3.248245239E-1,6.590794373E-1,9.663903809E0,9.691797227E0
3.921033750E0,3.311114502E-1,6.661148071E-1,9.694889374E0,9.723385403E0
3.931032750E0,3.022215271E-1,7.039860535E-1,9.673334198E0,9.703624515E0
3.941032750E0,2.371069336E-1,7.324269104E-1,9.673034821E0,9.703621567E0
3.951031750E0,1.773811340E-1,7.704478455E-1,9.638456726E0,9.670827369E0
3.961031750E0,1.306782532E-1,8.117619324E-1,9.605824585E0,9.640949134E0
3.971030750E0,1.146615601E-1,8.548722839E-1,9.638007660E0,9.676525489E0
3.981029750E0,1.164578247E-1,8.354127502E-1,9.708061981E0,9.744636695E0
3.991029750E0,1.544787598E-1,8.156538391E-1,9.771679688E0,9.806879156E0
4.001028750E0,2.201921082E-1,8.012837219E-1,9.762249298E0,9.797553344E0
4.011028750E0,2.824626160E-1,7.966433716E-1,9.824968872E0,9.861259510E0
4.021027750E0,3.059637451E-1,7.825726318E-1,9.860744476E0,9.896479948E0
4.031026750E0,3.150947571E-1,7.918533325E-1,9.890532532E0,9.927182388E0
4.041026750E0,3.345542908E-1,8.113128662E-1,9.950108643E0,9.988734511E0
4.051025750E0,3.411405945E-1,8.220904541E-1,9.958042145E0,9.997740394E0
4.061025750E0,3.658392334E-1,8.180488586E-1,9.977651367E0,1.001781259E1
4.071024750E0,3.963757324E-1,8.387059021E-1,9.956694946E0,9.999815777E0
4.081023750E0,4.117936707E-1,8.264314270E-1,9.916129303E0,9.959025218E0
4.091023750E0,3.826043701E-1,8.312214661E-1,9.905052338E0,9.947229616E0
4.101022750E0,3.457809448E-1,8.511300659E-1,9.893226929E0,9.935790150E0
4.111022750E0,3.662882996E-1,8.448431396E-1,9.884994049E0,9.927791013E0
4.121021750E0,4.104464722E-1,8.448431396E-1,9.879006500E0,9.923557612E0
4.131020750E0,4.219725037E-1,8.488847351E-1,9.843679962E0,9.889221470E0
4.141020750E0,4.189787292E-1,8.687933350E-1,9.838291168E0,9.885459936E0
4.151019750E0,4.116439819E-1,8.924441528E-1,9.810299377E0,9.859405723E0
4.161019750E0,3.986210632E-1,8.744815063E-1,9.795330505E0,9.842363353E0
4.171018750E0,4.114942932E-1,8.470884705E-1,9.804162140E0,9.849288385E0
4.181017750E0,4.218228149E-1,8.264314270E-1,9.796827393E0,9.840668186E0
4.191017750E0,3.938310242E-1,7.957452393E-1,9.801018677E0,9.841152395E0
4.201016750E0,3.791615295E-1,7.740403748E-1,9.811945953E0,9.849730218E0
4.211016750E0,4.152365112E-1,7.641609192E-1,9.836943970E0,9.875314169E0
4.221015750E0,4.406835938E-1,7.635621643E-1,9.847721558E0,9.887105192E0
4.231015750E0,4.357438660E-1,7.439529419E-1,9.852361908E0,9.890013845E0
4.241014750E0,4.131408691E-1,7.011419678E-1,9.850565643E0,9.884125097E0
4.251013750E0,3.613485718E-1,7.002438354E-1,9.858648834E0,9.890089537E0
4.261013750E0,3.376977539E-1,7.023394775E-1,9.850266266E0,9.881045796E0
4.271012750E0,3.330574036E-1,6.747967529E-1,9.872420197E0,9.901058450E0
4.281012750E0,3.330574036E-1,6.765930176E-1,9.831255798E0,9.860136709E0
4.291011750E0,3.598516846E-1,6.641688538E-1,9.806108093E0,9.835159858E0
4.301010750E0,3.739224243E-1,7.054829407E-1,9.815239105E0,9.847661796E0
4.311010750E0,3.396437073E-1,7.111711121E-1,9.803862762E0,9.835489173E0
4.321009750E0,2.841091919E-1,6.944059753E-1,9.841434631E0,9.869992568E0
4.331009750E0,2.838098145E-1,7.093748474E-1,9.844877472E0,9.874480904E0
4.341008750E0,3.198847961E-1,6.950047302E-1,9.883048096E0,9.912618096E0
4.351007750E0,3.430865479E-1,6.683601379E-1,9.868977356E0,9.897531395E0
4.361007750E0,3.855981445E-1,6.929090881E-1,9.834099884E0,9.866018927E0
4.371006750E0,4.345463562E-1,6.957531738E-1,9.833052063E0,9.867209124E0
4.381006750E0,4.429289246E-1,7.530839539E-1,9.741592255E0,9.780692262E0
4.391005750E0,4.110452271E-1,8.231382751E-1,9.740095367E0,9.783454020E0
4.401004750E0,3.606001282E-1,8.414002991E-1,9.757459259E0,9.800306021E0
4.411004750E0,3.216810608E-1,8.493338013E-1,9.744885406E0,9.787115928E0
4.421003750E0,3.103047180E-1,8.592132568E-1,9.797725525E0,9.840221639E0
4.431003750E0,3.043171692E-1,8.801696777E-1,9.809251556E0,9.853361036E0
4.441002750E0,3.430865479E-1,8.666976929E-1,9.833800507E0,9.877879614E0
4.451001750E0,4.284091187E-1,8.629554749E-1,9.855056305E0,9.902038240E0
4.461001750E0,4.593946838E-1,9.075627136E-1,9.848470001E0,9.900862332E0
4.471000750E0,4.712200928E-1,9.054670715E-1,9.818532257E0,9.871448459E0
4.481000750E0,4.656816101E-1,9.017248535E-1,9.784852295E0,9.837342197E0
4.490999750E0,4.085005188E-1,9.283694458E-1,9.776320038E0,9.828793211E0
4.500998750E0,3.390449524E-1,9.539662170E-1,9.796528015E0,9.848703680E0
4.510998750E0,2.921923828E-1,9.490264893E-1,9.860594788E0,9.910467054E0
4.520997750E0,3.162922668E-1,9.180409241E-1,9.891131287E0,9.938677883E0
4.530997750E0,3.794609070E-1,8.840615845E-1,9.975106659E0,1.002139253E1
4.540996750E0,4.558021545E-1,8.446934509E-1,1.001836670E1,1.006424036E1
4.550996750E0,5.767506409E-1,8.120613098E-1,9.995913391E0,1.004541534E1
4.560995750E0,6.782395935E-1,8.592132568E-1,9.916428680E0,9.976663477E0
4.570994750E0,7.042854309E-1,8.728349304E-1,9.920619965E0,9.983814865E0
4.580994750E0,6.143225098E-1,8.785231018E-1,9.927056580E0,9.984770770E0
4.590993750E0,4.911286926E-1,9.234297180E-1,9.950108643E0,1.000492838E1
4.600993750E0,4.064048767E-1,9.436376953E-1,9.916728058E0,9.969810048E0
4.610992750E0,3.724255371E-1,9.529183960E-1,9.851763153E0,9.904745907E0
4.620991750E0,3.764671326E-1,9.752220154E-1,9.777816925E0,9.833539002E0
4.630991750E0,4.085005188E-1,9.788145447E-1,9.651180267E0,9.709285820E0
4.640990750E0,5.159770203E-1,9.487271118E-1,9.635462952E0,9.695796084E0
4.650990750E0,5.780978394E-1,9.493258667E-1,9.660910034E0,9.724638780E0
4.660989750E0,6.128256226E-1,9.400451660E-1,9.673483887E0,9.738353591E0
4.670988750E0,6.583309937E-1,9.508227539E-1,9.633816376E0,9.702983127E0
4.680988750E0,6.988966370E-1,9.716294861E-1,9.588460693E0,9.662872184E0
4.690987750E0,7.593708801E-1,9.812095642E-1,9.537716217E0,9.618079173E0
4.700987750E0,8.113128662E-1,9.910890198E-1,9.425000610E0,9.511630907E0
4.710986750E0,7.873626709E-1,1.031055908E0,9.346863098E0,9.436464700E0
4.720985750E0,6.863227844E-1,1.081950073E0,9.338330841E0,9.425819743E0
4.730985750E0,5.234614563E-1,1.115630035E0,9.495653687E0,9.575284915E0
4.740983875E0,3.460803223E-1,1.115630035E0,9.637109528E0,9.707640394E0
4.750983875E0,3.017724609E-1,1.044677582E0,9.642049255E0,9.703171219E0
4.760982875E0,3.673361206E-1,1.013991394E0,9.633966064E0,9.694143413E0
4.770982875E0,3.730242920E-1,9.852511597E-1,9.672436066E0,9.729639583E0
4.780981875E0,2.891986084E-1,9.119036865E-1,9.643995209E0,9.691328482E0
4.790980875E0,1.490899658E-1,8.943901062E-1,9.782008209E0,9.823942492E0
4.800980875E0,3.278182983E-2,8.402027893E-1,1.001686981E1,1.005209909E1
4.810979875E0,2.335144043E-2,7.499404907E-1,1.012704071E1,1.015479737E1
4.820979875E0,1.233435059E-1,6.279441833E-1,1.022194336E1,1.024195555E1
4.830978875E0,2.067201233E-1,5.948629761E-1,1.030996033E1,1.032917601E1
4.840977875E0,2.252815247E-1,5.821394348E-1,1.033331177E1,1.035214809E1
4.850977875E0,2.149530029E-1,5.032534790E-1,1.043510010E1,1.044943936E1
4.860976875E0,1.839674377E-1,4.655319214E-1,1.040591080E1,1.041794334E1
4.870976875E0,2.037263489E-1,4.578977966E-1,1.047671356E1,1.048869400E1
4.880975875E0,2.483335876E-1,4.086502075E-1,1.048704208E1,1.049793867E1
4.890974875E0,2.888992310E-1,3.128494263E-1,1.039094193E1,1.039966401E1
4.900974875E0,3.254232788E-1,2.676434326E-1,1.033914963E1,1.034773156E1
4.910973875E0,3.823049927E-1,2.493814087E-1,1.033226395E1,1.034234144E1
4.920973875E0,4.231700134E-1,2.359094238E-1,1.022778122E1,1.023924972E1
4.930972875E0,4.234693909E-1,2.642005920E-1,1.009261230E1,1.010494688E1
4.940971875E0,4.411326599E-1,3.611988831E-1,1.016371445E1,1.017969322E1
4.950971875E0,4.659809875E-1,4.810995483E-1,9.992171173E0,1.001459334E1
4.960970875E0,4.099974060E-1,5.719606018E-1,9.863139496E0,9.888213060E0
4.970970875E0,2.793191528E-1,6.456074524E-1,9.881700897E0,9.906706859E0
4.980969875E0,1.556762695E-1,6.366261292E-1,9.864337006E0,9.886084791E0
4.990969875E0,1.237925720E-1,6.710545349E-1,9.811796265E0,9.835496161E0
5.000968875E0,1.323248291E-1,6.896159363E-1,9.675130463E0,9.700578821E0
5.010967875E0,1.359173584E-1,6.969506836E-1,9.705217896E0,9.731159653E0
5.020967875E0,1.451980591E-1,7.250921631E-1,9.856403503E0,9.884104974E0
5.030966875E0,1.239422607E-1,7.065307617E-1,9.931247864E0,9.957119640E0
5.040966875E0,1.883084106E-1,4.951702881E-1,1.005578888E1,1.006973404E1
5.050965875E0,2.897973633E-1,4.424798584E-1,9.921967163E0,9.936055723E0
5.060964875E0,3.582051086E-1,6.969506836E-1,9.768087158E0,9.799468245E0
5.070964875E0,3.056643677E-1,8.104147339E-1,9.885592804E0,9.923464508E0
5.080963875E0,1.603166199E-1,8.503816223E-1,9.843530273E0,9.881494754E0
5.090963875E0,2.574645996E-2,9.328601074E-1,9.765692139E0,9.810180111E0
5.100962875E0,-8.681945801E-2,1.002615051E0,9.725725250E0,9.777653410E0
5.110961875E0,-1.130149841E-1,9.436376953E-1,9.663604431E0,9.710225285E0
5.120961875E0,-2.589614868E-2,8.767268372E-1,9.777966614E0,9.817227290E0
5.130960875E0,4.580474854E-2,8.785231018E-1,9.854457550E0,9.893646169E0
5.140960875E0,4.715194702E-2,7.795788574E-1,9.726773071E0,9.758077725E0
5.150959875E0,7.604187012E-2,7.485932922E-1,9.705816650E0,9.734939709E0
5.160959875E0,3.367996216E-2,8.140072632E-1,9.719588013E0,9.753672811E0
5.170958875E0,4.116439819E-2,8.373587036E-1,9.894274750E0,9.929729953E0
5.180957875E0,1.389111328E-1,9.699829102E-1,1.000519409E1,1.005306282E1
5.190957875E0,2.736309814E-1,1.318308563E0,1.023825943E1,1.032641116E1
5.200956875E0,-3.766168213E-1,1.011446686E0,9.498348083E0,9.559470746E0
5.210956875E0,-2.824626160E-1,1.694476318E-1,9.370962982E0,9.376750228E0
5.220955875E0,-3.143463135E-2,4.632865906E-1,9.818083191E0,9.829057948E0
5.230954875E0,-1.221459961E-1,9.319619751E-1,9.562265167E0,9.608349905E0
5.240954875E0,-1.082249451E-1,8.342152405E-1,9.350156250E0,9.387920409E0
5.250953875E0,-1.362167358E-1,5.810916138E-1,9.520651703E0,9.539341241E0
5.260953875E0,-4.834945679E-2,4.864883423E-1,9.662855988E0,9.675215471E0
5.270952875E0,1.136137390E-1,6.777905273E-1,9.577084351E0,9.601710928E0
5.280952875E0,1.631607056E-1,8.089178467E-1,9.637708282E0,9.672972161E0
5.290951875E0,1.610650635E-1,7.699987793E-1,9.681567078E0,9.713474206E0
5.300950875E0,1.119671631E-1,6.777905273E-1,9.714947662E0,9.739206576E0
5.310950875E0,8.038284302E-2,6.252497864E-1,9.787546692E0,9.807826923E0
5.320949875E0,8.202941895E-2,6.279441833E-1,1.002734802E1,1.004732557E1
5.330949875E0,5.254074097E-2,6.727011108E-1,1.015009277E1,1.017249579E1
5.340948875E0,1.001417542E-1,6.195616150E-1,1.002330643E1,1.004293566E1
5.350947875E0,1.410067749E-1,5.722599792E-1,9.922266541E0,9.939755414E0
5.360947875E0,2.005828857E-1,5.246589661E-1,9.805808716E0,9.821882971E0
5.370946875E0,2.091151428E-1,5.475613403E-1,9.832752686E0,9.850207000E0
5.380946875E0,1.893562317E-1,6.089337158E-1,9.777816925E0,9.798589688E0
5.390945875E0,2.195933533E-1,6.328839111E-1,9.668843536E0,9.692022421E0
5.400945875E0,2.621049500E-1,6.149212646E-1,9.671687622E0,9.694759854E0
5.410944875E0,2.969824219E-1,6.789880371E-1,9.560319214E0,9.589000302E0
5.420943875E0,3.532653809E-1,7.357200623E-1,9.504485321E0,9.539461288E0
5.430943875E0,3.806584167E-1,7.638615417E-1,9.515113220E0,9.553311723E0
5.440942875E0,3.770658875E-1,8.053253174E-1,9.596094818E0,9.637207236E0
5.450942875E0,3.987707520E-1,8.414002991E-1,9.610315247E0,9.655316241E0
5.460941875E0,3.888912964E-1,8.822653198E-1,9.590706024E0,9.639049257E0
5.470940875E0,3.246748352E-1,7.937992859E-1,9.575886841E0,9.614215508E0
5.480940875E0,2.561174011E-1,6.951544189E-1,9.620194702E0,9.648677728E0
5.490939875E0,2.372566223E-1,7.408094788E-1,9.543105011E0,9.574755487E0
5.500939875E0,2.589614868E-1,8.313711548E-1,9.605974274E0,9.645360584E0
5.510938875E0,3.079096985E-1,8.598120117E-1,9.692644043E0,9.735575670E0
5.520938875E0,3.058140564E-1,8.689430237E-1,9.813442841E0,9.856583820E0
5.530937875E0,2.299218750E-1,9.089099121E-1,9.836045837E0,9.880626448E0
5.540936875E0,1.670526123E-1,8.818162537E-1,9.921518097E0,9.962029303E0
5.550936875E0,7.334747314E-2,8.663983154E-1,1.002106110E1,1.005871221E1
5.560935875E0,-9.729766846E-3,8.884025574E-1,1.001821701E1,1.005753577E1
5.570935875E0,-1.990859985E-2,9.169931030E-1,1.012883698E1,1.017028078E1
5.580934875E0,-1.362167358E-2,8.231382751E-1,1.018197647E1,1.021520372E1
5.590933875E0,6.092330933E-2,7.655081177E-1,1.013272888E1,1.016178670E1
5.600933875E0,1.035845947E-1,6.887178040E-1,1.010847931E1,1.013244373E1
5.610932875E0,1.682501221E-1,7.179071045E-1,1.021296204E1,1.023954551E1
5.620932875E0,1.266366577E-1,7.699987793E-1,1.009755203E1,1.012765975E1
5.630931875E0,1.555265808E-1,7.467970276E-1,1.003962250E1,1.006856068E1
5.640931875E0,7.364685059E-2,7.384144592E-1,9.995164948E0,1.002267440E1
5.650930875E0,5.553451538E-2,6.532415771E-1,1.001597168E1,1.003740491E1
5.660929875E0,2.859054565E-2,6.649172974E-1,1.000354752E1,1.002566184E1
5.670929875E0,5.852828979E-2,6.478527832E-1,9.954599304E0,9.975830096E0
5.680928875E0,8.427474976E-2,5.992039490E-1,9.886490936E0,9.904991198E0
5.690928875E0,1.296304321E-1,5.513035583E-1,9.896071014E0,9.912263172E0
5.700927875E0,2.019300842E-1,5.179229736E-1,9.885143738E0,9.900761924E0
5.710926875E0,3.101550293E-1,5.117857361E-1,9.858798523E0,9.876944320E0
5.720926875E0,3.447331238E-1,4.920268250E-1,9.765542450E0,9.784004838E0
5.730925875E0,3.231779480E-1,4.261637878E-1,9.740694122E0,9.755366807E0
5.740930000E0,2.932402039E-1,3.671864319E-1,9.731862488E0,9.743200869E0
5.750929000E0,2.309696960E-1,3.757186890E-1,9.667047272E0,9.677102587E0
5.760929000E0,1.719923401E-1,4.005670166E-1,9.678872681E0,9.688684723E0
5.770928000E0,1.594184875E-1,4.430786133E-1,9.758806458E0,9.770160510E0
5.780927000E0,2.526745605E-1,4.830455017E-1,9.813442841E0,9.828572520E0
5.790927000E0,3.932322693E-1,4.605921936E-1,9.771679688E0,9.790429036E0
5.800926000E0,4.561015320E-1,4.077520752E-1,9.828112335E0,9.847135748E0
5.810926000E0,4.104464722E-1,3.526666260E-1,9.923014984E0,9.937759628E0
5.820925000E0,2.760260010E-1,3.513194275E-1,9.983938293E0,9.993930135E0
5.830925000E0,1.164578247E-1,3.552113342E-1,1.011626312E1,1.012316734E1
5.840924000E0,-2.380050659E-2,3.677851868E-1,1.023406815E1,1.024070228E1
5.850923000E0,-1.380130005E-1,4.195774841E-1,1.023825943E1,1.024778264E1
5.860923000E0,-1.498384094E-1,4.339476013E-1,1.016251694E1,1.017288123E1
5.870922000E0,-1.019380188E-1,3.971241760E-1,1.005219635E1,1.006055418E1
5.880922000E0,-5.658233643E-2,4.085005188E-1,9.939929810E0,9.948481234E0
5.890921000E0,-6.586303711E-3,4.245172119E-1,9.857900391E0,9.867038986E0
5.900920000E0,4.176315308E-2,3.948788452E-1,9.914333038E0,9.922281646E0
5.910920000E0,1.010398865E-1,3.528163147E-1,9.908345490E0,9.915139875E0
5.920919000E0,1.519340515E-1,2.965333557E-1,9.972711639E0,9.978276075E0
5.930919000E0,2.152523804E-1,2.694396973E-1,9.992470551E0,9.998419827E0
5.940918000E0,2.695893860E-1,2.719844055E-1,9.940977631E0,9.948351130E0
5.950918000E0,2.787203979E-1,2.505789185E-1,9.943672028E0,9.950733051E0
5.960917000E0,2.987786865E-1,2.296224976E-1,9.950108643E0,9.957241445E0
5.970916000E0,3.320095825E-1,2.333647156E-1,1.003543121E1,1.004363326E1
5.980916000E0,3.772155762E-1,2.583627319E-1,1.011880783E1,1.012913199E1
5.990915000E0,4.107458496E-1,2.285746765E-1,1.010997620E1,1.012089804E1
6.000915000E0,4.105961609E-1,2.294728088E-1,1.009380981E1,1.010476341E1
6.010914000E0,3.891906738E-1,3.014730835E-1,1.001507355E1,1.002716578E1
6.020914000E0,3.469784546E-1,3.430865479E-1,1.006252487E1,1.007434907E1
6.030913000E0,3.258723450E-1,3.406915283E-1,1.007150620E1,1.008253443E1
6.040912000E0,3.276686096E-1,3.104544067E-1,1.001537292E1,1.002553956E1
6.050912000E0,3.079096985E-1,3.218307495E-1,9.933942261E0,9.943922378E0
6.060911000E0,2.049238586E-1,3.634442139E-1,9.907147980E0,9.915929940E0
6.070911000E0,9.819580078E-2,3.691323853E-1,9.900711365E0,9.908076840E0
6.080910000E0,3.757186890E-2,3.088078308E-1,9.841734009E0,9.846649289E0
6.090910000E0,7.394622803E-2,2.311193848E-1,9.809401245E0,9.812402203E0
6.100909000E0,1.155596924E-1,1.890568542E-1,9.734856262E0,9.737377623E0
6.110908000E0,1.239422607E-1,1.610650635E-1,9.760303345E0,9.762419015E0
6.120908000E0,1.326242065E-1,1.701960754E-1,9.738149414E0,9.740539507E0
6.130907000E0,1.466949463E-1,1.525328064E-1,9.643396454E0,9.645718264E0
6.140907000E0,1.164578247E-1,1.454974365E-1,9.659712524E0,9.661510130E0
6.150906000E0,6.526428223E-2,1.441502380E-1,9.654772797E0,9.656069411E0
6.160905000E0,3.098556519E-2,1.549278259E-1,9.629475403E0,9.630771478E0
6.170905000E0,3.652404785E-2,1.408570862E-1,9.668693848E0,9.669788800E0
6.180904000E0,4.340972900E-2,1.360670471E-1,9.678273926E0,9.679327705E0
6.190904000E0,7.634124756E-2,1.402583313E-1,9.736502838E0,9.737812275E0
6.200903000E0,9.954299927E-2,1.646575928E-1,9.740544434E0,9.742444601E0
6.210903000E0,7.409591675E-2,2.177970886E-1,9.720486145E0,9.723208147E0
6.220902000E0,5.104385376E-2,2.160008240E-1,9.776170349E0,9.778689510E0
6.230901000E0,7.484436035E-4,2.228865051E-1,9.808503113E0,9.811035229E0
