"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.001827467E1,9.490264893E-2,-6.007008362E-1,9.815987549E0
3.011796567E1,1.110690308E-1,-6.327342224E-1,9.961185608E0
3.021765767E1,1.381626892E-1,-6.036946106E-1,9.958341522E0
3.031734908E1,1.477427673E-1,-6.340814209E-1,1.005459137E1
3.041704008E1,1.311273193E-1,-5.798941040E-1,9.897567902E0
3.051673108E1,2.004331970E-1,-6.123765564E-1,9.693242798E0
3.061642308E1,1.683998108E-1,-6.137237549E-1,9.711953888E0
3.071611408E1,1.823208618E-1,-6.105802917E-1,9.847721558E0
3.081580508E1,2.203417969E-1,-6.234535217E-1,9.844278717E0
3.091549608E1,2.327659607E-1,-6.420149231E-1,9.884245605E0
3.101518708E1,2.448907471E-1,-6.135740662E-1,9.876761169E0
3.111487908E1,2.897973633E-1,-5.763015747E-1,9.822274475E0
3.121457008E1,1.948947144E-1,-6.403683472E-1,9.869276733E0
3.131426154E1,2.691403198E-1,-5.978567505E-1,9.735455017E0
3.141395254E1,2.525248718E-1,-6.131250000E-1,9.775122528E0
3.151364454E1,1.692979431E-1,-5.766009521E-1,9.917925568E0
3.161333554E1,1.899549866E-1,-6.218069458E-1,9.756261749E0
3.171302654E1,1.896556091E-1,-5.933660889E-1,9.836045837E0
3.181271754E1,1.453477478E-1,-6.387217712E-1,9.737850037E0
3.191240854E1,2.633024597E-1,-5.628295898E-1,9.812844086E0
3.201210054E1,6.945556641E-2,-6.080355835E-1,9.900262299E0
3.211179154E1,1.685494995E-1,-6.276448059E-1,9.798473969E0
3.221148254E1,9.505233765E-2,-6.158193970E-1,9.970166931E0
3.231117304E1,7.379653931E-2,-6.120771790E-1,9.957443390E0
3.241086404E1,2.344125366E-1,-6.292913818E-1,9.946216736E0
3.251055604E1,1.107696533E-1,-5.604345703E-1,9.769434357E0
3.261024704E1,1.848655701E-1,-5.634283447E-1,9.675130463E0
3.270993804E1,2.148033142E-1,-5.771997070E-1,9.789193268E0
3.280962904E1,1.767823792E-1,-6.105802917E-1,9.846823425E0
3.290932004E1,2.192939758E-1,-5.770500183E-1,9.981543274E0
3.300901204E1,1.814227295E-1,-6.216572571E-1,9.957892456E0
3.310870304E1,2.456391907E-1,-5.492079163E-1,9.906399536E0
3.320839404E1,2.242337036E-1,-5.782475281E-1,9.803862762E0
3.330808546E1,2.689906311E-1,-5.204676819E-1,9.716743927E0
3.340777646E1,2.350112915E-1,-5.896238708E-1,9.652976532E0
3.350746746E1,1.853146362E-1,-5.676196289E-1,9.712702332E0
3.360715946E1,1.978884888E-1,-6.227050781E-1,9.844428406E0
3.370685046E1,1.618135071E-1,-5.508544922E-1,9.966424713E0
3.380654146E1,2.627037048E-1,-5.824388123E-1,1.001582199E1
3.390623246E1,1.372645569E-1,-5.113366699E-1,9.986782379E0
3.400592346E1,1.266366577E-1,-5.355862427E-1,9.797725525E0
3.410561446E1,9.699829102E-2,-5.593867493E-1,9.729467468E0
3.420530646E1,8.472381592E-2,-6.054908752E-1,9.731862488E0
3.430499658E1,1.540296936E-1,-5.635780334E-1,9.859097900E0
3.440468758E1,7.529342651E-2,-5.258564758E-1,9.882000275E0
3.450437858E1,1.977388000E-1,-5.560935974E-1,9.924212494E0
3.460406958E1,2.345622253E-1,-5.474116516E-1,9.855954437E0
3.470376058E1,3.150947571E-1,-5.800437927E-1,9.903106384E0
3.480345158E1,1.689985657E-1,-5.322930908E-1,9.748477936E0
3.490314358E1,1.133143616E-1,-6.373745728E-1,9.826765137E0
3.500283458E1,1.002914429E-1,-5.644761658E-1,9.818981323E0
3.510252558E1,2.303709412E-1,-5.968089294E-1,9.812694397E0
3.520221658E1,2.165995789E-1,-5.031037903E-1,9.792187042E0
3.539163054E1,1.847158813E-1,-5.369334412E-1,9.844727783E0
3.549630654E1,1.371148682E-1,-5.481600952E-1,9.865983582E0
3.559599754E1,2.387535095E-1,-5.769003296E-1,9.914931793E0
3.569568854E1,8.412506104E-2,-4.947212219E-1,9.897867279E0
3.579537954E1,1.932481384E-1,-5.536985779E-1,9.816137238E0
3.591500854E1,1.019380188E-1,-5.047503662E-1,9.780361633E0
3.601470054E1,1.947450256E-1,-5.608836365E-1,9.780661011E0
3.611439154E1,9.340576172E-2,-5.478607178E-1,9.841584320E0
3.621408254E1,1.698966980E-1,-5.156776428E-1,9.931696930E0
3.631377283E1,7.334747314E-2,-6.117778015E-1,9.927206268E0
3.641346383E1,8.487350464E-2,-5.285508728E-1,9.985135803E0
3.651315483E1,1.169068909E-1,-5.516029358E-1,9.960137787E0
3.661284583E1,9.385482788E-2,-4.776567078E-1,9.663005676E0
3.671253683E1,1.149609375E-1,-5.821394348E-1,9.554331665E0
3.681222783E1,2.152523804E-1,-5.375321960E-1,9.778565369E0
3.691191883E1,2.392025757E-1,-4.742138672E-1,1.000264938E1
3.701161083E1,2.713856506E-1,-5.836363220E-1,1.010069550E1
3.711130183E1,1.107696533E-1,-4.611909485E-1,1.008168503E1
3.721099283E1,2.079176331E-1,-5.614823914E-1,9.889484711E0
3.731068396E1,1.472937012E-1,-5.891748047E-1,9.448501740E0
3.741037596E1,1.046324158E-1,-5.099894714E-1,9.227561188E0
3.751006696E1,2.637515259E-1,-4.861889648E-1,9.382638702E0
3.760975796E1,1.785786438E-1,-3.547622681E-1,9.735005951E0
3.770944896E1,2.053729248E-1,-4.776567078E-1,1.011416748E1
3.780913996E1,1.481918335E-1,-5.533992004E-1,1.049332901E1
3.790883096E1,2.571652222E-1,-4.803511047E-1,1.035771103E1
3.800852196E1,1.523831177E-1,-5.701643372E-1,9.840985565E0
3.810821396E1,1.185534668E-1,-3.966751099E-1,9.175170135E0
3.820790496E1,4.954696655E-2,-3.258723450E-1,8.747808838E0
3.830759596E1,3.285667419E-1,-4.815486145E-1,9.578132172E0
3.840728696E1,2.107617188E-1,-4.321513367E-1,1.052626053E1
3.850697796E1,2.300715637E-1,-5.572911072E-1,1.057071808E1
3.860666896E1,1.499880981E-1,-5.195695496E-1,1.026355682E1
3.870635996E1,1.350192261E-1,-4.477189636E-1,9.758357391E0
3.880605196E1,6.975494385E-2,-4.547543335E-1,9.516759796E0
3.890574296E1,3.670367432E-1,-3.927832031E-1,9.439819794E0
